tweet_id,user_name,date,text,lang,favorites,retweets,replies,views
2056556012681994319,MilkRoad,Tue May 19 02:02:17 +0000 2026,"The back-of-the-napkin math here is kind of wild.

Global liquid assets are around $480-490T today.

If Bitcoin gets to 1% of that, it's a 6-8x from here.

And that's before you factor in the projected 75% rise in total global wealth by the mid-2030s.

""We're going to see a 75% rise in total global liquid assets.""

Meaning Bitcoin just needs to maintain its share to deliver massive returns.

FT @MattCrosbyPro @LgDoucet @BitcoinMagPro",en,55,9,9,5431
2056540437536776413,MilkRoad,Tue May 19 01:00:23 +0000 2026,"76% of all Bitcoin is being held by long-term holders right now.

Matt Crosby points out that once you've held Bitcoin beyond a certain point, ""there's over a 50% probability you'll hold your Bitcoin indefinitely.""

And this supply is at an all-time high.

""The new market participants aren't here for a quick buck.""

FT @MattCrosbyPro @LgDoucet @BitcoinMagPro",en,47,10,4,5063
2056420567419392383,Web3Marmot,Mon May 18 17:04:04 +0000 2026,"🚨 I WARNED YOU. RIGHT BEFORE THE DUMP.

But most people ignored it.

And here it comes, the massive crash.

BTC dropped to $76K.

Over $550M longs wiped out in hours.

Many hope this is just a temporary correction.

But the macro tells a different story.

Hot PPI inflation just jumped to 6%.

The fastest pace since 2022.

That killed any hope of rate cuts.

And to make things worse, the new Fed Chair Warsh is hawkish: 

Higher-for-longer rates and balance sheet shrinking.

10-year yields above 4.5%. Capital is flowing out of risk assets.

The smart money is leaving.

Spot ETF outflows are accelerating.

The crowd is praying for a quick bounce.

They will be deeply disappointed.

This is just the beginning of the real move down.

Most people will realize it only when it's too late.

Remember, I've called every major turn for the last 10 years, including the $111K top in October.

If you missed those calls, don't worry. I'll call the next one too.

Turn notifications on. If you're not following yet, you'll understand why that was a mistake later.",en,200,37,41,76524
2056404153354649704,AlexMasonCrypto,Mon May 18 15:58:50 +0000 2026,"Bitcoin just broke a 14-year support.

For the first time in history.

2014 → 2018 → 2022 → 2026

Every cycle, this line held.

Until now.

This is the signal that the capitulation phase has begun.

For the record, I was the only one publicly calling the exact bottom at $16,000 three years ago and the top at $126,000 in October.

If you missed those calls, don’t worry. I’ll call the next one too.

Turn notifications on. If you’re not following yet, you’ll understand why that was a mistake later.",en,422,76,96,158655
2056706434536972338,CryptoTice_,Tue May 19 12:00:00 +0000 2026,"NOBODY WANTS TO HEAR THIS BUT BITCOIN JUST GAVE THE CLEANEST SIGNAL OF THIS CYCLE.

Every bottom a pump. Every top a dump.

We just hit the bottom.
Topside of the channel is next.

$320K target.

This isn't a prediction.
This is the channel doing exactly what it has done every single time.

Take profit at the top.

Most people will only find out after it happens.",en,86,7,13,2864
2054834421342089243,MacroAlphaHQ,Thu May 14 08:01:17 +0000 2026,"Wall Street is literally laughing at you in the bathroom stalls.

You held fiat because ""crypto is a scam."" Now Bitcoin is at $79.8k.
You ignored precious metals. Now Gold is $4,690 and Silver is pushing $90.

If you are still in cash waiting for a ""dip,"" you are the exit liquidity. You deserve to be poor.

Save this tweet for 6 months from now.

#BTC80K #GoldRally #FiatCollapse",en,13,3,4,8919
2056716128056209684,BladeDefi,Tue May 19 12:38:31 +0000 2026,"🚨BITCOIN RAINBOW IS ABOUT TO SEND

Look at every cycle on this chart:

peak at the top band -> collapse -> accumulation at the bottom

Right now we are sitting exactly where previous bull cycles restarted

> lower rainbow bands
> accumulation zone
> higher timeframe support holding

Every single time $BTC touched this zone – it felt like the trend was over

And every single time that was the beginning of the next move

I've been watching the markets for 10+ years

Turn on notifs and subscribe – I'll keep you updated",en,25,8,7,1548
2056632446381175119,cryptogoos,Tue May 19 07:06:00 +0000 2026,"IRAN JUST TURNED THE STRAIT OF HORMUZ INTO A $BTC PRINTER.

Bitcoin insurance for ships crossing the Strait of Hormuz.

Projected revenue: $10B per year.
Do the math:
- $10B/year = $27M/day = ~350 $BTC at current price
- Miners produce 450 $BTC/day globally
- One waterway would absorb ~78% of the entire daily mining supply

MicroStrategy took 5 years to stack 500K $BTC.
Iran could match it in 4.

Iran will have a strategic Bitcoin reserve BEFORE the United States.",en,133,8,10,9877
2056483350320459899,cryptofergani,Mon May 18 21:13:32 +0000 2026,"PEOPLE DON'T UNDERSTAND WHAT'S GOING ON.

THE RICH KNOW IT.
THE SMART ARE QUIETLY PREPARING.
EVERYONE ELSE IS ASLEEP.

IF SILVER CAN PUMP 600% THEN YOU HAVE NO IDEA WHATS GONNA HAPPEN WITH BITCOIN.

THE SETUP IS 100% COMPLETE.

FROM HERE, THE MOVE WON'T BE NORMAL.

THIS IS WHERE INSTITUTIONS LOAD UP WHILE YOU PANIC.

IT’S MORE BULLISH THAN YOU CAN EVEN IMAGINE.

THIS IS WHERE GENERATIONAL WEALTH IS CREATED.

LAST CHANCE. LOAD YOUR BAGS.

I USUALLY DO THE OPPOSITE OF WHAT MASSES ARE DOING.

THAT'S HOW I BOUGHT EVERY BOTTOM AND SOLD EVERY TOP OVER THE LAST 10 YEARS. 

IF YOU STILL HAVEN'T FOLLOWED ME, YOU'LL REGRET IT.",en,719,119,104,89092
2056708439678517756,0xPepesso,Tue May 19 12:07:58 +0000 2026,"🚨 BITCOIN HEATMAP UPDATE (24H)

The brightest pool on this map sits at $75,400 - and it hasn't been touched once despite $657M in liquidations yesterday

Do you know what else sits at $75,537? Strategy's average cost basis

The market always finds the level that causes maximum pain

Sweeping $75,400 puts the world's largest corporate Bitcoin holder underwater - that's not a coincidence, that's a target

$584M in long liquidations already flushed this week and the pool is still full

Oil above $100. Rate hike odds at 44%. ETFs bled $1B last week

Every macro signal points the same direction as the heatmap's biggest cluster

Expect flush to $75,400 before any real reversal

Follow + notifs on, I will keep you updated!",en,33,3,11,5362
2056522374468497614,crypto_king34,Mon May 18 23:48:37 +0000 2026,"The Bitcoin vs. Gold Race

In this race, Bitcoin or Gold? https://t.co/OH5y60JoKl",en,27,10,4,2143
2056726611483934985,Sonika_KK,Tue May 19 13:20:10 +0000 2026,"my favorite bull...

i want that era that was in 2021 https://t.co/29kttAuYLb",en,60,0,36,839
2056676987243044906,cryptogems555,Tue May 19 10:02:59 +0000 2026,"bitcoin:native WILL FOLLOW GOLD

MOON IS COMING

ENJOY THE RUN

🚀🚀 https://t.co/rKrTv2kzRg",en,176,27,31,14111
2056404449174687951,MerlijnTrader,Mon May 18 16:00:01 +0000 2026,"DON'T FEAR THE DUMP:

Three phases. Bitcoin is about to enter the second.

Accumulation: done. 
Manipulation: loading. 
Distribution: $150K. Pending.

$70K is the decision level.

Hold it: manipulation is short. Distribution follows. 
Lose it: $50K comes first.

They ran this playbook once already.
You watched it happen.

Are you watching again?",en,366,52,42,51158
2056659730362212427,seth_fin,Tue May 19 08:54:25 +0000 2026,"$BTC HAD A LOT OF FUN LIQUIDATING LONGS SINCE $82K AS EXPECTED.

There are now reasons to believe that Bitcoin might be going for the shorts soon.

Maybe one quick wick down to grab those longs before up? How would that make you feel?

Where are your stop losses mate? https://t.co/QR0O0w7TgB",en,165,17,14,21361
2056149011380195371,Vivek4real_,Sun May 17 23:05:00 +0000 2026,"TOM LEE IN 2019 ON BITCOIN: “WE THINK THE BEST APPROACH FOR MOST PEOPLE IS TO PUT 1% MAYBE 2% INTO BTC.”

CNBC: “I STILL THINK THAT’S CRAZY.”

MORGAN STANLEY 2026: “WE RECOMMEND A 7% ALLOCATION INTO BTC.” 🚀 https://t.co/Q662VJRZbD",en,845,105,36,75217
2056699007771070513,TheBitcoinTime,Tue May 19 11:30:29 +0000 2026,"🚨 BREAKING

A TRUMP INSIDER WITH A PERFECT TRACK RECORD JUST OPENED A $12M SHORT POSITION

THE TRIGGER: IRAN REJECTING TODAY’S DEAL

ONCE AGAIN, HE SEEMS TO KNOW THE NEWS BEFORE EVERYONE ELSE. https://t.co/PLqACsFduR",en,8,2,1,653
2055580367252275209,BitmundFreud,Sat May 16 09:25:25 +0000 2026,"In 2030 when Bitcoin hits $400k, just walk outside and try not to find a wife https://t.co/nO4mgDw0Sm",en,18,1,6,2938
2054567537350746180,kriptoselcukk,Wed May 13 14:20:47 +0000 2026,"🚨 SON DAKİKA:

SATOSHI DÖNEMİ BALİNA 15 YILLIK HODLINGİN ARDINDAN 1.250.000.000 $ BİTCOİN SATTI.

MT. GOX SALDIRISINDAN, COVID ÇÖKÜŞÜNDEN, LUNA VE FTX BATAKLĞINDAN SAĞ ÇIKTI AMA BUGÜN TÜM 15.600 $BTC’Yİ ELİNDEN ÇIKARDI.

YAKINDA ÇOK KÖTÜ BİR HABER GELİYOR GİBİ GÖRÜNÜYOR… https://t.co/IF1vJkETor",tr,165,34,10,12778
2056737388722872688,cryptorover,Tue May 19 14:03:00 +0000 2026,"Every bear market rally tops at the daily 200.

2014 - rejected.
2018 - rejected.
2021 - rejected.
2026 - rejected.

It's repeating. 

What made you think this time was different? https://t.co/WAqZKHwDXR",en,211,32,109,21766
2056626406373642727,cryptorover,Tue May 19 06:42:00 +0000 2026,"UNREAL:

The Trump insider whale just opened a $12.5M short.

Right before the 2-3 day Iran deadline.

100% win rate. Never wrong. Predicted the tariff crash. Predicted the Iran war.

Gulf leaders asked Trump to hold off on new attacks. Markets celebrated. Oil dumped, S&P pumped.

This whale isn't buying the relief rally.

He thinks the strike still happens.

Brace yourself.",en,606,97,110,85388
2056740995769745644,hollandgold,Tue May 19 14:17:20 +0000 2026,"🚨 “Jouw spaargeld gaat waarde verliezen”

@GoedWeerGeniete spreekt @jsblokland over vermogensopbouw, Box 3, politiek, oplopende rentes, inflatie, goud, bitcoin en aandelen.

Belastingen, inflatie en schulden stijgen. Je koopkracht niet.

Kijk hier 👉 https://t.co/3yhLtHaeRT https://t.co/cAcF90TgrU",nl,5,3,0,2343
2056746011666849882,pete_rizzo_,Tue May 19 14:37:16 +0000 2026,"JUST IN: POMP JUST SAID LIVE ON FOX WALL STREET ADVISORS ARE ABOUT TO TRIGGER THE NEXT WAVE OF #BITCOIN BUYING

FINANCIAL ADVISORS HAVE THE GREENLIGHT 

BIG MONEY IS QUIETLY ALLOCATING

CALM BEFORE THE STORM 🚀 https://t.co/wa5OfCvrEd",en,36,7,6,1375
2054986923111068107,TheMoonCarl,Thu May 14 18:07:16 +0000 2026,"HUGE:

Michael Saylor has bought $400,000,000 worth of Bitcoin today.

For every seller, there is Saylor. https://t.co/YpnzgyB2zy",en,422,36,21,17162
2056443413730414931,pete_rizzo_,Mon May 18 18:34:51 +0000 2026,"BREAKING: PRO-#BITCOIN KEVIN WARSH TO BE OFFICIALLY SWORN IN AS FED CHAIR OF THE UNITED STATES THIS FRIDAY

MASSIVELY BULLISH FOR BTC 🚀 https://t.co/8hu6l2pNrS",en,1045,170,39,48689
2056615408334249990,Eljaboom,Tue May 19 05:58:18 +0000 2026,"The weekend CME gap on #Bitcoin is still unfilled.

It's a major gap of almost 3% 👀 https://t.co/4xoRuwsvVR",en,46,7,24,2532
2056201858876920120,pete_rizzo_,Mon May 18 02:35:00 +0000 2026,"BREAKING: $1.5 TRILLION MORGAN STANLEY IS NOW PAYING $1,500 TO #BITCOIN AND CRYPTO BUYERS WHO SIGN UP FOR E*TRADE 

THEY ARE PAYING DIRECTLY TO ADVANCE ADOPTION 

WALL STREET IS COMING –– BIG TIME 🚀 https://t.co/pljd0ANmv6",en,1488,195,60,120644
2055844245215256765,TheBTCTherapist,Sun May 17 02:53:58 +0000 2026,How Michael Saylor sleeps knowing no one will ever have as much Bitcoin as him https://t.co/qE1ZP3Yfxq,en,531,35,39,13543
2056683969848975801,zenkaixbt,Tue May 19 10:30:44 +0000 2026,"🚨 $BTC HAS BOTTOMED

Sorry bears, the fun is over. https://t.co/vb2GnNjS0C",en,91,25,19,2484
2056634271209554174,thinkitcrypto,Tue May 19 07:13:15 +0000 2026,"🚨 WAS IST ÜBER NACHT PASSIERT?

Hier die 13 wichtigsten Krypto-Highlights:

📉🩸 Bitcoin verliert innerhalb von 3 Tagen über $5K und fällt zurück auf $76.000.
📊 Daten zeigen erstmals seit dem 21. April mehr bearish als bullish BTC-Kommentare.
🌌 Ein Astrophysiker vergleicht Bitcoin mit einem wachsenden Städtenetzwerk und prognostiziert $10 Millionen pro BTC.
🟠 Strategy tätigt letzte Woche einen massiven Bitcoin-Kauf im Wert von $2 Milliarden.
📉 Bitcoin- und Ethereum-ETFs verlieren $1.07 Milliarden und beenden ihre 6-wöchige Gewinnserie.
🔥 24h-Krypto-Liquidationen steigen auf über $672 M.
🕊️ Trump sagt, er habe einen für morgen geplanten US-Militärangriff auf Iran abgesagt.
🏛️ Cynthia Lummis warnt nach dem CLARITY-Act-Erfolg im Committee, dass noch „viel Arbeit“ bevorstehe.
✅ Minnesota erlaubt Banken und Kreditgenossenschaften künftig Bitcoin-Custody-Services. 
⚠️ Citi warnt vor einer wachsenden Quantencomputer-Gefahr für Bitcoin.
📈 Die Wahrscheinlichkeit gegen Zinssenkungen steigt weiter vor der Vereidigung des neuen Fed-Chefs.
🤷‍♂️ Seit 1930 wurde jeder neue Fed-Chef innerhalb der ersten 3 Monate von einer Aktienmarkt-Korrektur getestet.
📜 Die SEC plant eine „Innovation Exemption“ für tokenisierten Aktienhandel.

❤️ Es steckt viel Arbeit in diesen Posts! Support durch Like & Kommentar motiviert extrem :)",de,215,16,2,5323
2056709676197413317,MartiniGuyYT,Tue May 19 12:12:53 +0000 2026,"I MIGHT CLOSE MY $15,000,000 BITCOIN SHORT IF THIS CHART PLAYS OUT

Watch Now👇
https://t.co/z07cOysWGd https://t.co/CHpvSL94jC",en,23,4,7,2517
2056726566848049633,CryptosR_Us,Tue May 19 13:20:00 +0000 2026,"🔥 ANTHONY POMPLIANO LIVE ON FOX: BITCOIN'S COMPOUNDING RATE IS 70% - DESTROYING EVERY OTHER ASSET

Up 15% in the last 90 days alone. Geopolitical uncertainty driving safe haven demand. Wall Street flooding in. Global adoption accelerating.

No asset on earth compounds like Bitcoin. 👀",en,28,3,10,2866
2056656642293617033,BTCtreasuries,Tue May 19 08:42:09 +0000 2026,"JUST IN: $200 billion VanEck’s @matthew_sigel just said, ""The digital credit market could scale to $2.5 trillion in the next decade as #Bitcoin heads toward $1 million.""

""I think that’s definitely within reach."" 🔥🚀 https://t.co/M9XtNtMzT9",en,110,12,5,8101
2056662950694273270,cryptofergani,Tue May 19 09:07:13 +0000 2026,"🇺🇸 MICHAEL SAYLOR JUST SAID BITCOIN IS GOING TO $16,000,000 🚀

“PEOPLE WILL MAKE FUN OF ME.”

“I WILL BE HAPPY TO BUY AT $200,000, $500,000, $1 MILLION, $2 MILLION, $4 MILLION, $8 MILLION, $16 MILLION.” 

THIS IS CRAZY 🤯 https://t.co/XObvjYdvfi",en,228,30,54,19180
2056333727802794306,TedPillows,Mon May 18 11:19:00 +0000 2026,This is how $BTC bottom will most likely form this cycle. https://t.co/s4vvj4lx9h,en,1736,241,241,305199
2056643519209718268,CryptosR_Us,Tue May 19 07:50:00 +0000 2026,"BLOOMBERG: IRAN IS USING BITCOIN TO MOVE BILLIONS AND BYPASS SANCTIONS

$7.8B crypto ecosystem. $3B moved by the IRGC. Bitcoin-backed shipping insurance now live at the Strait of Hormuz. 
The U.S. can freeze Tether. It cannot freeze $BTC.   

Bitcoin is neutral. The war over who controls it is not.",en,44,12,10,9092
2056679681332539452,TheFoxView,Tue May 19 10:13:41 +0000 2026,"SELLERS DEFENDING THE KEY LEVEL

$BTC bounced from 76k on positive Middle East headlines

yes, there was a reaction, but still no reclaim of the key level

as long as we’re below it, sellers stay in control

the descending trendline was tested - and held

Bitcoin ETF outflows continue as well. yesterday alone - $648.6M

that’s voting with money. when fear rises, capital leaves

technically, the risk of a move toward 75k remains

the market needs a string of genuinely bullish catalysts to regain momentum

until then, upside is questionable

what’s your take?",en,15,1,2,1958
2054305575891075171,pete_rizzo_,Tue May 12 20:59:51 +0000 2026,"JUST IN: MICHAEL SAYLOR'S STRATEGY JUST RAISED OVER $220,000,000 TO BUY 2,700 MORE #BITCOIN 

$STRC SUPPLY SHOCK IS HERE 🚀 https://t.co/nc4365OURf",en,295,57,16,15429
2055257386156241253,Bitcoin_Teddy,Fri May 15 12:02:00 +0000 2026,Crypto market explained in 15 seconds https://t.co/7XISAmzwPV,en,504,53,12,74251
2056745170733879515,CrisReed,Tue May 19 14:33:55 +0000 2026,"Banks will make billions white-labeling STRC if the instrument continues to behave as designed.  But someone has to make the first move. 

 https://t.co/xXKlPbqLLf",en,5,2,3,423
2056551664321192186,cryptogoos,Tue May 19 01:45:00 +0000 2026,"""I've never been more bullish on Bitcoin in my life.""

Eric Trump says Bitcoin will reach $1,000,000. https://t.co/5dlG3qLbcw",en,168,21,17,12236
2056624393145770245,cryptogoos,Tue May 19 06:34:00 +0000 2026,"🩸BEARISH:

Bitcoin ETFs sold $648,000,000 worth of $BTC yesterday, largest single-day outflow since January 29, 2026. https://t.co/XTaiFHw9G4",en,140,12,14,11226
2056699150746472716,polysuccubus,Tue May 19 11:31:03 +0000 2026,"+$27,978 PNL for 24 hours on bitcoin..
Fresh new wallet on Polymarket who trades only $BTC
Turns from $2,998 to +$27,978 with win-rate 59.4%
I start follow and track all his news trades!

Profile to follow: [https://t.co/IpZbTUYvqj]

First Funding $2,998 / Total PnL +$27,978
Volume $287,335 / Account Created May 17, 2026

He’s a sniper when it comes to trading Bitcoin, his predictions on Polymarket's 5-minute markets are insanely accurate.

That’s exactly why I followed his profile to track his latest moves on Parity Terminal.

I can track and manually copy his ntw trades and scalp trading 5-minute BTC right inside the platform, which is way faster.",en,69,3,8,1121
2056344618216681548,pete_rizzo_,Mon May 18 12:02:16 +0000 2026,"BREAKING: MICHAEL SAYLOR'S STRATEGY JUST BOUGHT OVER 24,800 #BITCOIN WITH $STRC

HE NOW OFFICIALLY OWNS 4% OF THE TOTAL BTC SUPPLY

WE ARE WATCHING HISTORY 🚀 https://t.co/5wSDhHl58P",en,483,96,35,24154
2056672208177823915,CryptosR_Us,Tue May 19 09:44:00 +0000 2026,"SAYLOR EYES 5% OF ALL BITCOIN - TARGETS $10M PER COIN AT 7.5%

Strategy already holds 4.21% of total BTC supply. 843,738 coins.

""If I get 7.5% of the network, it's $10,000,000 a coin.""
The plan: accumulate to 5% and beyond. One firm. One asset. No ceiling. https://t.co/JjNYsrhihm",en,108,16,13,14109
2053974011701338473,BitcoinArchive,Mon May 11 23:02:20 +0000 2026,"MICHAEL SAYLOR: If Strategy's Bitcoin buys/sells move the price:

""We have announced we are going to buy $42B of $BTC, the market goes nowhere.""

""We have literally bought $200M an hour, the price does not move up.""

""We have bought 200M an hour for 4 hours, turn it off and the price trades up.""

""The market has its own dynamic. We are definitely not driving the price.""",en,1785,171,123,285587
2056667000642973991,0xPepesso,Tue May 19 09:23:18 +0000 2026,"🚨 BITCOIN IS FOLLOWING TEXTBOOK WYCKOFF ACCUMULATION

Big money uses this setup to accumulate before every major rally

Here's where BTC is in the script right now:

Institutions crashed price to $60k to shake out retail -> price bounced -> now grinding sideways to exhaust sellers -> one final breakdown incoming

That final flush is called the Spring - a sweep below $60k that makes everyone think it's over

Retail panics and sells, institutions buy everything

Then price rips to $100k+ with almost nobody positioned

The best entry of this cycle is going to feel like the worst moment to buy

Follow + notifs on, I will keep you updated!",en,63,11,25,6121
2056704638993433048,TylerDurden,Tue May 19 11:52:52 +0000 2026,Bitcoin Episode #005 // @BitMEX https://t.co/xHhAvfmQ0Z,en,47,2,4,7480
2056376422734664104,0xklarck,Mon May 18 14:08:39 +0000 2026,"$BTC accumulation in every cycle looks something like this...

It’s much simpler than seems - just wait for right time https://t.co/kh5Wy1uxhh",en,44,11,12,14066
2056703283717161104,rektcapital,Tue May 19 11:47:29 +0000 2026,"Shorter Bitcoin Bear Market? A Reasonable Debate

If you enjoyed this 1-minute summary on #BTC

Checkout the full video here:

https://t.co/rC3zrxsGgU

Enjoy and Subscribe!

$BTC #Crypto #Bitcoin",en,34,3,9,7309
2056423952508162535,shaguncrypto,Mon May 18 17:17:31 +0000 2026,"How much Bitcoin do you stack per month?

My wife and I buy about $2,000 of BTC every month.

That’s $24,000 a year into future money. https://t.co/QASPfHE1Fz",en,358,10,37,29170
2056674249872490852,BitcoinPulseX,Tue May 19 09:52:06 +0000 2026,"🚨 BREAKING:

LEOPOLD ASCHENBRENNER — THE MAN WHO GREW $225M INTO $5.5B IN JUST ONE YEAR — JUST SAID:

""BY 2028, A 10-GIGAWATT AI CLUSTER COULD COST HUNDREDS OF BILLIONS.""

FROM $225M TO $5.25B IN 12 MONTHS...

HE MIGHT BE SEEING SOMETHING THE REST OF US AREN’T 👀 https://t.co/15deZli4Sk",en,19,6,2,2168
2056706949203341535,CryptoXAiMan,Tue May 19 12:02:03 +0000 2026,"🚨XRP TO $500!!! ($50 TRILLION ON XRP!)🚨

The CEO of @ArchaxEx said $30-$50 TRILLION could be put on the XRP Ledger - and if that happens, XRP can be worth $500 per coin.😳

Most people are STILL not bullish enough on XRP in 2026!🔥

#XRP #Ripple #Altcoins #Bitcoin #Crypto 

D’CENT WALLET PROMO! ($50 XRP FOR FREE!) 👉 https://t.co/nuvKSXljJK",en,22,4,1,1604
2056517826647613783,Bitcoinprof0637,Mon May 18 23:30:32 +0000 2026,"🇺🇸 ARK Invest’s Cathie Wood says #Bitcoin could reach $2,400,000 sooner than most expect.

Institutional adoption is accelerating, supply is shrinking, and global liquidity is shifting into BTC.

SMART MONEY KNOWS WHAT’S COMING 🚀 https://t.co/c8zBBIMZDJ",en,154,42,31,8529
2056396894838960155,MerlijnTrader,Mon May 18 15:30:00 +0000 2026,"BAD NEWS FOR SOLANA AND XRP HOLDERS:

🇺🇸 Goldman Sachs just separated winners from losers. Publicly.

Sold: all Solana ETF holdings. 
Sold: all XRP ETF holdings.

Kept: Bitcoin exposure. 
Kept: Ethereum infrastructure plays.

BlackRock: $7B on Ethereum. Bitcoin ETF dominant. 
Goldman: exiting SOL and XRP.

The two most powerful banks in America. 
Aligned on Bitcoin and Ethereum. 
Exiting everything else.

This is not a market signal. 
This is a conviction statement.",en,1099,161,331,348711
2056709242065727526,CryptocapoOO,Tue May 19 12:11:09 +0000 2026,"🚨 ÚLTIMA HORA

¡EL INSIDER DE TRUMP ACABA DE ABRIR UN LONG DE $67,000,000 EN $BTC CON APALANCAMIENTO 20X JUSTO ANTES DEL ANUNCIO DE TRUMP!

✅ 10/10 OPERACIONES GANADORAS  
✅ 100% WIN RATE  
✅ MÁS DE $100M GANADOS

PERO HAY UN PROBLEMA…

SI #BITCOIN CAE APENAS UN 3% → LIQUIDACIÓN TOTAL.

O SABE QUE VIENE UNA BOMBA HOY…  
O ESTÁ PREPARANDO LA MAYOR CAZA DE LIQUIDEZ DEL MERCADO 👀🔥",es,42,4,3,4037
2053811370030661798,CryptoNobler,Mon May 11 12:16:03 +0000 2026,"🚨 BREAKING

SATOSHI ERA WHALE JUST DUMPED $1,250,000,000.00 IN BITCOIN AFTER 15 YEARS OF HODLING.

HE SURVIVED THE MT. GOX HACK, COVID CRASH, LUNA &amp; FTX COLLAPSES, BUT SOLD ALL 15,600 $BTC TODAY.

LOOKS LIKE HE KNOWS SOME REALLY BAD NEWS IS COMING SOON... https://t.co/kiNYJp2I8c",en,3198,333,322,1511987
2052783658977608102,TheBTCTherapist,Fri May 08 16:12:17 +0000 2026,"Hey @Grok be honest, what price do you expect Bitcoin to end the year at? https://t.co/W2GLxrFTdz",en,373,53,44,156357
2056425187952738466,KriptoQuennn,Mon May 18 17:22:25 +0000 2026,"Piyasa öyle dolu ki…
herkes aynı trade’e girince işin mantığı değil, kalabalığın psikolojisi fiyatı sürüyor 😅

#Bitcoin #bist100 https://t.co/m9MXe5OldP",tr,48,30,1,1726
2056236067528089956,saylordocs,Mon May 18 04:50:56 +0000 2026,"People who bought bitcoin at $126,000 https://t.co/xuRogbkX3y",en,199,11,10,20206
2056700212601638980,cryptofergani,Tue May 19 11:35:16 +0000 2026,"BILLIONAIRE TIM DRAPER SAID:

TRILLIONS ARE ABOUT TO FLOW INTO BITCOIN, AND USD WILL NO LONGER BE ACCEPTED, AND IT WILL DIE

“BITCOIN IS GOING TO HIT $10,000,000”

HE KNOWS WHAT'S COMING 🚀 https://t.co/7zSAp7Abzv",en,234,35,52,12619
2056379442377687471,cryptofergani,Mon May 18 14:20:39 +0000 2026,"Saylor buys $2 billion 

Bitcoin: https://t.co/ndbBX2MXBV",en,251,21,35,28197
1340573003579617280,elonmusk,Sun Dec 20 08:21:25 +0000 2020,Bitcoin is my safe word,en,215598,19381,6257,
2056370498083131553,BitcoinNewsCom,Mon May 18 13:45:06 +0000 2026,Did Iran just drop an AI LEGO-style music video promoting the use of Bitcoin to pay the toll through the Strait of Hormuz? https://t.co/wWUGDfrWo4,en,1872,371,85,216127
2055612049464471793,Can_Sayan,Sat May 16 11:31:18 +0000 2026,Ben Boğa dedikçe yaralı domuz gibi saldıran şarlatanlara cevabımı uzun yeşil mumlarla vereceğim. Buda sizlere sözüm olsun. #Bitcoin Eşşek gibi yükselecek #Altcoin'ler boğa YA-ŞA-YA-CAK! İşte o kadar kudurun. https://t.co/WuKc96JDi7,tr,104,4,10,5443
2056179724376854694,CedYoungelman,Mon May 18 01:07:02 +0000 2026,"A 36 year old warehouse supervisor from Ohio put $50 into Bitcoin every paycheck for 13 straight years.

Never sold, never checked the price during crashes.

Just hit $1.2M.

Still drives the same 2009 Tacoma. Still buys his work boots at Walmart.

He feels guilty because his coworkers think he's broke like them.

The Bitcoin just sat there & did its job while he kept showing up.",en,625,46,20,39107
2056314980719329405,TheBTCTherapist,Mon May 18 10:04:30 +0000 2026,When 90% of your portfolio is in Bitcoin https://t.co/ah1rUt88pH,en,479,23,27,53391
2056342666720292872,CryptocapoOO,Mon May 18 11:54:31 +0000 2026,"🚨 ÚLTIMA HORA

LA LLAMADA “BALLENA 🐋 DE TRUMP” HABRÍA ABIERTO UNA POSICIÓN LARGA EN BTC DE $67,853,000 CON APALANCAMIENTO 20X JUSTO ANTES DE LA APERTURA DE EE.UU. HOY

SI BITCOIN LLEGA A $74,200 = ZONA DE POSIBLE LIQUIDACIÓN

¿ESTÁN ANTICIPANDO ALGO GRANDE O ES UNA CAZA DE LIQUIDEZ ANTES DE LA VOLATILIDAD?",es,129,17,6,22878
2056743492857033205,Gemini,Tue May 19 14:27:15 +0000 2026,JUST IN: 33% chance bitcoin drops below $70k in May,en,45,2,6,2214
2056707692933370090,CryptoTony__,Tue May 19 12:05:00 +0000 2026,"JUST IN: 🇺🇸 Goldman Sachs just separated winners from losers. Publicly.

Sold: all Solana ETF holdings. 
Sold: all XRP ETF holdings.

Kept: Bitcoin exposure. 
Kept: Ethereum infrastructure plays.

Aligned on Bitcoin and Ethereum. 

https://t.co/wu30hJ6iE5",en,73,2,20,12881
2009691035845439636,NoLimitGains,Fri Jan 09 18:17:35 +0000 2026,"Yo @grok , edit this image to the price Bitcoin will be in 20 years. https://t.co/YgZUD2NfxO",en,485,91,119,427586
2056520161935728923,AltcoinDaily,Mon May 18 23:39:49 +0000 2026,"The REAL REASON Crypto CRASHED TODAY! + What Comes Next?

Timestamps:
0:00 - Why Bitcoin Dropped Today
1:46 - Tom Lee explains crypto’s BIGGEST headwinds (short term)
3:19 - What comes next?
4:54 - “The Bottom Is In” (4 charts)
7:15 - Saylor reaches 4% of supply
7:39 - Huge misprising 
10:32 - Why BTC & ETH are sure things. 
12:47 - Final thoughts

Watch 👇",en,179,21,42,19096
2056525994891284656,Bitcoin_Teddy,Tue May 19 00:03:00 +0000 2026,This man was mining 1 Bitcoin per day from his $800 bedroom setup in 2011. https://t.co/rEFioEaIuU,en,286,29,6,19009
2056715067220209775,MrWhale,Tue May 19 12:34:18 +0000 2026,"Bitcoin dropping below $60K is inevitable❓

When ALTSZN❓",en,45,1,22,4613
